order_id,worker_id,delivery_cost
57449,2513,3.68766
57449,2538,3.10897
57449,2806,6.32928
57449,2921,2.32928
57449,3127,4.22896
57449,3159,4.89104
57449,3211,3.19955
57449,3245,4.63553
57449,3346,1.84921
57449,3363,3.14094
57449,3369,4.71774
57449,3567,2.38148
57449,3653,3.23027
57449,3775,3.14259
57449,4204,2.05009
41302,35,2.17488
41302,563,3.0568
41302,640,3.12972
41302,708,1.82223
41302,914,2.63927
41302,993,4.99633
41302,1157,2.17421
41302,1161,4.4232
41302,1339,1.61462
41302,1493,2.51438
41302,1534,2.15937
41302,1588,2.36829
41302,1628,1.62499
41302,2782,2.72162
41302,63,2.63353
41302,168,3.03556
41302,237,2.94462
41302,248,2.53264
41302,397,5.37342
41302,405,6.61141
41302,425,2.18092
41302,481,2.27142
41302,579,4.99627
41302,650,2.27647
41302,663,1.90584
41302,673,3.04484
41302,766,1.81692
41302,826,8.15572
41302,991,2.19127
41302,1089,4.30244
41302,1096,5.12868
41302,1128,3.02983
41302,1129,5.64331
41302,1269,2.32925
41302,1472,1.68304
41302,1666,2.18436
41302,1829,1.93247
41302,1946,2.97589
41302,1952,2.06687
41302,1999,3.69549
41302,2001,2.12948
41302,2091,2.71629
41302,2152,3.90353
41302,2270,1.6941
41302,2503,1.77412
41302,2513,2.03319
41302,2538,1.90665
41302,2806,7.19645
41302,2921,2.99077
41302,3127,4.31102
41302,3159,5.94951
41302,3211,2.19915
41302,3245,5.72787
41302,3346,2.99576
41302,3363,2.11424
41302,3369,5.80348
41302,3567,2.6193
41302,3653,1.66185
41302,3775,2.07733
41302,4204,3.03617
54448,35,5.05437
54448,563,5.87486
54448,640,5.97534
54448,708,4.47938
54448,914,5.42834
54448,993,7.84587
54448,1157,5.05414
54448,1161,7.27685
54448,1339,4.49983
54448,1493,5.36987
54448,1534,4.93516
54448,1588,5.10807
54448,1628,4.48685
54448,2782,5.52243
54448,63,5.45439
54448,168,5.91548
54448,237,5.83039
54448,248,5.33803
54448,397,8.24801
54448,405,9.45805
54448,425,5.0613
54448,481,5.15119
54448,579,7.87237
54448,650,5.1583
54448,663,4.56812
54448,673,5.84375
54448,766,4.542
54448,826,10.84981
54448,991,5.07125
54448,1089,7.18707
54448,1096,8.01313
54448,1128,5.8458
54448,1129,8.51226
54448,1269,4.95969
54448,1472,4.56826
54448,1666,5.06404
54448,1829,4.81825
54448,1946,5.76145
54448,1952,4.81997
54448,1999,6.58184
54448,2001,4.89489
54448,2091,5.54621
54448,2152,6.74053
54448,2270,4.40984
54448,2503,4.66058
54448,2513,4.7128
54448,2538,4.79265
54448,2806,10.07748
54448,2921,5.78974
54448,3127,7.19551
54448,3159,8.81864
54448,3211,5.07843
54448,3245,8.59357
54448,3346,5.83614
54448,3363,4.99687
54448,3369,8.66994
54448,3567,5.4863
54448,3653,4.54519
54448,3775,4.95998
54448,4204,5.8584
19124,35,4.44732
19124,563,3.35963
19124,640,3.21546
19124,708,4.71537
19124,914,3.74701
19124,993,5.0605
19124,1157,4.4406
19124,1161,6.3377
19124,1339,4.48301
19124,1493,3.61384
19124,1534,4.09294
19124,1588,4.16779
19124,1628,4.47415
19124,2782,3.6156
19124,63,3.52434
19124,168,4.7406
19124,237,4.42718
19124,248,3.69302
19124,397,5.6597
19124,405,8.48761
19124,425,4.43395
19124,481,4.45387
19124,579,6.41403
19124,650,4.4148
19124,663,4.80419
19124,673,3.58998
19124,766,4.43457
19124,826,9.19118
19124,991,4.4411
19124,1089,5.46554
19124,1096,5.71829
19124,1128,3.38264
19124,1129,5.84062
19124,1269,4.89995
19124,1472,4.43352
19124,1666,4.44524
19124,1829,4.35989
19124,1946,3.72987
19124,1952,4.22888
19124,1999,4.67464
19124,2001,4.14973
19124,2091,3.40404
19124,2152,6.08316
19124,2270,4.52386
19124,2503,4.39658
19124,2513,4.94092
19124,2538,4.36223
19124,2806,7.58253
19124,2921,3.58254
19124,3127,5.48222
19124,3159,6.14429
19124,3211,4.45281
19124,3245,5.88879
19124,3346,3.10246
19124,3363,4.3942
19124,3369,5.971
19124,3567,3.63474
19124,3653,4.48353
19124,3775,4.39584
19124,4204,3.30335
51282,35,2.8083
51282,563,1.35977
51282,640,1.55467
51282,708,2.99169
51282,914,1.88361
51282,993,3.16834
51282,1157,2.80162
51282,1161,4.7452
51282,1339,2.77434
51282,1493,1.96683
51282,1534,2.31811
51282,1588,2.33323
51282,1628,2.76156
51282,2782,1.74892
51282,63,1.75402
51282,168,3.14643
51282,237,2.83429
51282,248,1.89207
51282,397,3.88957
51282,405,6.89476
51282,425,2.79573
51282,481,2.82387
51282,579,4.81072
51282,650,2.78593
51282,663,3.08052
51282,673,1.57734
51282,766,2.69244
51282,826,7.1088
51282,991,2.8038
51282,1089,3.85381
51282,1096,4.02836
51282,1128,1.39848
51282,1129,4.03171
51282,1269,3.09868
51282,1472,2.73219
51282,1666,2.80719
51282,1829,2.69294
51282,1946,1.74341
51282,1952,2.45638
51282,1999,3.06187
51282,2001,2.3731
51282,2091,1.67092
51282,2152,4.48354
51282,2270,2.79896
51282,2503,2.70803
51282,2513,3.22312
51282,2538,2.69179
51282,2806,5.82505
51282,2921,1.5941
51282,3127,3.87088
51282,3159,4.33077
51282,3211,2.81607
51282,3245,4.06125
51282,3346,1.50482
51282,3363,2.74948
51282,3369,4.14601
51282,3567,2.02367
51282,3653,2.78258
51282,3775,2.74708
51282,4204,1.35177
22266,35,0.76356
22266,563,2.2605
22266,640,2.16194
22266,708,1.50912
22266,914,2.02793
22266,993,3.92006
22266,1157,0.76615
22266,1161,2.96686
22266,1339,1.32862
22266,1493,1.57805
22266,1534,1.69027
22266,1588,1.95301
22266,1628,1.35345
22266,2782,2.04932
22266,63,1.88096
22266,168,1.52972
22266,237,1.47942
22266,248,1.87181
22266,397,4.0949
22266,405,5.16923
22266,425,0.76346
22266,481,0.76788
22266,579,3.48942
22266,650,0.79449
22266,663,1.55515
22266,673,2.34373
22266,766,1.53296
22266,826,7.77082
22266,991,0.75146
22266,1089,2.81289
22266,1096,3.73516
22266,1128,2.24722
22266,1129,4.41245
22266,1269,2.07961
22266,1472,1.27202
22266,1666,0.75541
22266,1829,1.02853
22266,1946,2.33957
22266,1952,1.67633
22266,1999,2.26498
22266,2001,1.69523
22266,2091,1.90047
22266,2152,2.51539
22266,2270,1.44531
22266,2503,1.18177
22266,2513,1.60143
22266,2538,1.05402
22266,2806,5.84064
22266,2921,2.29458
22266,3127,2.82037
22266,3159,4.71423
22266,3211,0.73955
22266,3245,4.52269
22266,3346,2.07704
22266,3363,0.8396
22266,3369,4.59147
22266,3567,1.55875
22266,3653,1.27542
22266,3775,0.8716
22266,4204,2.21968
25641,35,1.50453
25641,563,2.95257
25641,640,2.82986
25641,708,2.24265
25641,914,2.74529
25641,993,4.55613
25641,1157,1.50674
25641,1161,3.50827
25641,1339,2.06852
25641,1493,2.2665
25641,1534,2.42401
25641,1588,2.68765
25641,1628,2.09366
25641,2782,2.75984
25641,63,2.58507
25641,168,2.07129
25641,237,2.04223
25641,248,2.58651
25641,397,4.69221
25641,405,5.71151
25641,425,1.50249
25641,481,1.41822
25641,579,4.02801
25641,650,1.44684
25641,663,2.28487
25641,673,3.04716
25641,766,2.27394
25641,826,8.50134
25641,991,1.49075
25641,1089,3.36105
25641,1096,4.30819
25641,1128,2.94132
25641,1129,5.01854
25641,1269,2.81814
25641,1472,2.01265
25641,1666,1.49603
25641,1829,1.76914
25641,1946,3.05074
25641,1952,2.4143
25641,1999,2.83287
25641,2001,2.4309
25641,2091,2.59608
25641,2152,3.06804
25641,2270,2.18502
25641,2503,1.92271
25641,2513,2.32272
25641,2538,1.79478
25641,2806,6.41963
25641,2921,2.99915
25641,3127,3.36813
25641,3159,5.31889
25641,3211,1.4803
25641,3245,5.1335
25641,3346,2.75424
25641,3363,1.57827
25641,3369,5.20083
25641,3567,2.22714
25641,3653,2.01499
25641,3775,1.61184
25641,4204,2.90954
60550,35,3.55892
60550,563,2.97501
60550,640,3.27327
60550,708,3.39567
60550,914,2.45213
60550,993,5.04675
60550,1157,3.55359
60550,1161,5.80941
60550,1339,3.24706
60550,1493,2.99807
60550,1534,2.6893
60550,1588,2.5803
60550,1628,3.22368
60550,2782,2.58831
60550,63,2.70662
60550,168,4.2313
60550,237,3.99066
60550,248,2.54893
60550,397,5.71801
60550,405,8.01231
60550,425,3.55275
60550,481,3.62152
60550,579,6.13324
60550,650,3.59661
60550,663,3.47753
60550,673,2.84701
60550,766,3.07869
60550,826,8.04143
60550,991,3.56426
60550,1089,5.26791
60550,1096,5.72949
60550,1128,2.9371
60550,1129,5.89233
60550,1269,3.35584
60550,1472,3.23567
60550,1666,3.56312
60550,1829,3.3341
60550,1946,2.72656
60550,1952,2.80144
60550,1999,4.51428
60550,2001,2.72479
60550,2091,2.8287
60550,2152,5.39884
60550,2270,3.21917
60550,2503,3.26103
60550,2513,3.62604
60550,2538,3.31864
60550,2806,7.63821
60550,2921,2.79763
60550,3127,5.28177
60550,3159,6.19442
60550,3211,3.57751
60550,3245,5.93176
60550,3346,3.11582
60550,3363,3.48142
60550,3369,6.01546
60550,3567,3.18444
60550,3653,3.2795
60550,3775,3.45966
60550,4204,2.98889
41639,35,13.10048
41639,563,12.31824
41639,640,12.01241
41639,708,13.66564
41639,914,12.82242
41639,993,10.50546
41639,1157,13.09516
41639,1161,13.58646
41639,1339,13.41483
41639,1493,12.54118
41639,1534,13.15619
41639,1588,13.25271
41639,1628,13.41684
41639,2782,12.68672
41639,63,12.60647
41639,168,12.68787
41639,237,12.46152
41639,248,12.77719
41639,397,9.85451
41639,405,15.07591
41639,425,13.08533
41639,481,13.04378
41639,579,12.81202
41639,650,13.00724
41639,663,13.74812
41639,673,12.51882
41639,766,13.44168
41639,826,16.94534
41639,991,13.08487
41639,1089,12.03643
41639,1096,10.81806
41639,1128,12.35692
41639,1129,9.39639
41639,1269,13.9667
41639,1472,13.35075
41639,1666,13.09276
41639,1829,13.17234
41639,1946,12.68855
41639,1952,13.28526
41639,1999,11.79612
41639,2001,13.21242
41639,2091,12.48185
41639,2152,13.80716
41639,2270,13.49125
41639,2503,13.28044
41639,2513,13.85926
41639,2538,13.188
41639,2806,11.3081
41639,2921,12.54717
41639,3127,12.0529
41639,3159,9.68017
41639,3211,13.08992
41639,3245,9.57553
41639,3346,12.17105
41639,3363,13.09393
41639,3369,9.58434
41639,3567,12.41153
41639,3653,13.39413
41639,3775,13.11719
41639,4204,12.293
47986,35,7.89164
47986,563,8.78062
47986,640,8.40846
47986,708,8.58515
47986,914,8.89681
47986,993,8.81229
47986,1157,7.89359
47986,1161,5.78583
47986,1339,8.45097
47986,1493,8.28155
47986,1534,8.75299
47986,1588,9.01306
47986,1628,8.47742
47986,2782,8.83887
47986,63,8.63651
47986,168,7.0619
47986,237,7.27422
47986,248,8.73622
47986,397,7.78761
47986,405,5.20016
47986,425,7.88856
47986,481,7.79847
47986,579,5.14907
47986,650,7.80324
47986,663,8.60037
47986,673,8.99111
47986,766,8.66108
47986,826,14.61474
47986,991,7.87717
47986,1089,6.12583
47986,1096,6.82456
47986,1128,8.7968
47986,1129,8.22827
47986,1269,9.18363
47986,1472,8.39855
47986,1666,7.88295
47986,1829,8.15489
47986,1946,9.08799
47986,1952,8.7768
47986,1999,6.90852
47986,2001,8.77484
47986,2091,8.56334
47986,2152,6.47856
47986,2270,8.56569
47986,2503,8.30978
47986,2513,8.57678
47986,2538,8.18096
47986,2806,7.97746
47986,2921,8.96652
47986,3127,6.10726
47986,3159,8.34527
47986,3211,7.86734
47986,3245,8.44189
47986,3346,8.47387
47986,3363,7.96237
47986,3369,8.43405
47986,3567,8.10866
47986,3653,8.39639
47986,3775,7.99763
47986,4204,8.72322
54357,35,4.3707
54357,563,5.61337
54357,640,5.35591
54357,708,5.03943
54357,914,5.54223
54357,993,6.70266
54357,1157,4.37373
54357,1161,4.27969
54357,1339,4.91512
54357,1493,4.96729
54357,1534,5.28367
54357,1588,5.54838
54357,1628,4.94254
54357,2782,5.5255
54357,63,5.32911
54357,168,3.70723
54357,237,4.0305
54357,248,5.37702
54357,397,6.4341
54357,405,6.48363
54357,425,4.3703
54357,481,4.28405
54357,579,4.883
54357,650,4.29728
54357,663,5.05511
54357,673,5.76611
54357,766,5.1328
54357,826,11.33578
54357,991,4.35841
54357,1089,4.50608
54357,1096,5.7734
54357,1128,5.61417
54357,1129,6.84197
54357,1269,5.63853
54357,1472,4.86711
54357,1666,4.36299
54357,1829,4.63556
54357,1946,5.80993
54357,1952,5.28181
54357,1999,4.44011
54357,2001,5.2948
54357,2091,5.29898
54357,2152,4.00628
54357,2270,5.02772
54357,2503,4.78264
54357,2513,5.03791
54357,2538,4.66053
54357,2806,7.87998
54357,2921,5.72606
54357,3127,4.50344
54357,3159,7.11402
54357,3211,4.34713
54357,3245,7.00263
54357,3346,5.34452
54357,3363,4.44636
54357,3369,7.05178
54357,3567,4.8426
54357,3653,4.86022
54357,3775,4.47918
54357,4204,5.56043
15689,35,2.41426
15689,563,3.8971
15689,640,3.78613
15689,708,3.14536
15689,914,3.67537
15689,993,5.52651
15689,1157,2.41767
15689,1161,4.49045
15689,1339,2.9737
15689,1493,3.21241
15689,1534,3.34213
15689,1588,3.60495
15689,1628,2.99917
15689,2782,3.69411
15689,63,3.52295
15689,168,3.0653
15689,237,3.03495
15689,248,3.5182
15689,397,5.67647
15689,405,6.69272
15689,425,2.41544
15689,481,2.35481
15689,579,5.02034
15689,650,2.39494
15689,663,3.1873
15689,673,3.9856
15689,766,3.18141
15689,826,9.42228
15689,991,2.40344
15689,1089,4.35567
15689,1096,5.29917
15689,1128,3.88479
15689,1129,5.99998
15689,1269,3.72215
15689,1472,2.91888
15689,1666,2.40702
15689,1829,2.67907
15689,1946,3.98471
15689,1952,3.32814
15689,1999,3.82483
15689,2001,3.34721
15689,2091,3.53859
15689,2152,4.04027
15689,2270,3.08997
15689,2503,2.82998
15689,2513,3.22554
15689,2538,2.70423
15689,2806,7.40922
15689,2921,3.93694
15689,3127,4.36274
15689,3159,6.30083
15689,3211,2.39125
15689,3245,6.11334
