order_id,worker_id,delivery_cost
10005,191,5.45582
10005,210,5.48578
10005,443,6.77517
10005,475,6.49747
10005,708,5.51331
10005,813,5.52242
10005,835,6.73652
10005,878,5.52587
10005,965,6.94579
10005,1125,5.84436
10005,1216,6.99933
10005,1219,7.76004
10005,1261,5.54012
10005,1348,5.46065
10005,1367,6.20753
10005,1628,5.57119
10005,1892,6.15374
10005,1991,6.74638
3189,149,4.09517
3189,182,4.00904
3189,191,4.02949
3189,210,4.05945
3189,443,5.34884
3189,475,5.07114
3189,708,4.08698
3189,813,4.09609
3189,835,5.3102
3189,878,4.09954
3189,965,5.51946
3189,1125,4.41803
3189,1216,5.573
3189,1219,6.33371
3189,1261,4.11379
3189,1348,4.03432
3189,1367,4.7812
3189,1628,4.14486
3189,1892,4.72741
3189,1991,5.32005
22611,149,2.75758
22611,182,2.80527
22611,191,2.78552
22611,210,2.79977
22611,443,2.4762
22611,475,2.55003
22611,708,2.77844
22611,813,2.79021
22611,835,1.96885
22611,878,2.76266
22611,965,1.68482
22611,1125,2.78216
22611,1216,1.98328
22611,1219,2.53193
22611,1261,2.78072
22611,1348,2.80387
22611,1367,2.81861
22611,1628,2.72636
22611,1892,2.55354
22611,1991,1.98646
