order_id,worker_id,service_time
9981,965,28.61908
9981,1125,24.36837
9981,1216,28.91118
9981,1219,31.97384
9981,1261,23.12425
9981,1348,22.79901
9981,1367,25.84747
9981,1628,22.79546
9981,1892,25.59999
9981,1991,27.90241
10005,149,28.77278
10005,182,28.42172
10005,191,28.50505
10005,210,28.62718
10005,443,33.88284
10005,475,32.75092
10005,708,28.73941
10005,813,28.77654
10005,835,33.72533
10005,878,28.79058
10005,965,34.5783
10005,1125,30.08878
10005,1216,34.79656
10005,1219,37.89727
10005,1261,28.84868
10005,1348,28.52473
10005,1367,31.5691
10005,1628,28.97531
10005,1892,31.34983
10005,1991,33.7655
3189,149,25.8756
3189,182,25.52454
3189,191,25.60787
3189,210,25.73
3189,443,30.98566
3189,475,29.85374
3189,708,25.84223
3189,813,25.87936
3189,835,30.82815
3189,878,25.89341
3189,965,31.68112
3189,1125,27.1916
3189,1216,31.89938
3189,1219,35.0001
3189,1261,25.9515
3189,1348,25.62755
3189,1367,28.67192
3189,1628,26.07813
3189,1892,28.45265
3189,1991,30.86832
22611,149,33.12347
22611,182,33.31785
22611,191,33.23735
22611,210,33.29543
22611,443,31.97656
22611,475,32.2775
22611,708,33.2085
22611,813,33.25646
22611,835,29.90854
22611,878,33.14416
22611,965,28.75079
22611,1125,33.22366
22611,1216,29.96736
22611,1219,32.20371
22611,1261,33.21779
22611,1348,33.31214
22611,1367,33.37222
22611,1628,32.99623
22611,1892,32.29178
22611,1991,29.98031
