order_id,worker_id,service_time
6144,1472,22.00759
6144,1666,23.78056
6144,1829,22.65064
6144,1946,24.44386
6144,1952,20.7725
6144,1999,29.27927
6144,2001,20.84435
6144,2091,23.6327
6144,2152,31.59702
6144,2270,21.95196
6144,2503,22.18079
6144,2513,23.75664
6144,2538,22.55878
6144,2806,43.73314
6144,2921,24.55524
6144,3127,32.26531
6144,3159,38.01855
6144,3211,23.8479
6144,3245,36.99304
6144,3346,24.93942
6144,3363,23.41799
6144,3369,37.33272
6144,3567,23.89378
6144,3653,22.18495
6144,3775,23.28936
6144,4204,24.90745
47950,35,16.30272
47950,563,11.64121
47950,640,11.02333
47950,708,17.45152
47950,914,13.30142
47950,993,18.93066
47950,1157,16.27394
47950,1161,24.40437
47950,1339,16.45568
47950,1493,12.73067
47950,1534,14.78396
47950,1588,15.10475
47950,1628,16.41771
47950,2782,12.73823
47950,63,12.34712
47950,168,17.55963
47950,237,16.21643
47950,248,13.07001
47950,397,21.49865
47950,405,33.61825
47950,425,16.24541
47950,481,16.3308
47950,579,24.73149
47950,650,16.16334
47950,663,17.83216
47950,673,12.62843
47950,766,16.24809
47950,826,36.63354
47950,991,16.27608
47950,1089,20.66653
47950,1096,21.74973
47950,1128,11.73982
47950,1129,22.27403
47950,1269,18.24256
47950,1472,16.24357
47950,1666,16.29381
47950,1829,15.92803
47950,1946,13.22796
47950,1952,15.36654
47950,1999,17.27696
47950,2001,15.02732
47950,2091,11.83153
47950,2152,23.31347
47950,2270,16.63077
47950,2503,16.08525
47950,2513,18.41815
47950,2538,15.93805
47950,2806,29.73936
47950,2921,12.59652
47950,3127,20.73801
47950,3159,23.57547
47950,3211,16.32624
47950,3245,22.48046
47950,3346,10.53905
47950,3363,16.07506
47950,3369,22.83279
47950,3567,12.82023
47950,3653,16.45792
47950,3775,16.08211
47950,4204,11.4
25636,35,16.1886
25636,563,22.60407
25636,640,22.18169
25636,708,19.38389
25636,914,21.60733
25636,993,29.71647
25636,1157,16.1997
25636,1161,25.63135
25636,1339,18.6103
25636,1493,19.6793
25636,1534,20.16024
25636,1588,21.28625
25636,1628,18.71671
25636,2782,21.69903
25636,63,20.9775
25636,168,19.47215
25636,237,19.25659
25636,248,20.93828
25636,397,30.4658
25636,405,35.07006
25636,425,16.18819
25636,481,16.20713
25636,579,27.8709
25636,650,16.32119
25636,663,19.58114
25636,673,22.96078
25636,766,19.48606
25636,826,46.21972
25636,991,16.13677
25636,1089,24.97148
25636,1096,28.92406
25636,1128,22.54718
25636,1129,31.82672
25636,1269,21.82883
25636,1472,18.36773
25636,1666,16.15368
25636,1829,17.32423
25636,1946,22.94297
25636,1952,20.10048
25636,1999,22.62326
25636,2001,20.18147
25636,2091,21.0611
25636,2152,23.69646
25636,2270,19.11039
25636,2503,17.98095
25636,2513,19.77948
25636,2538,17.43345
25636,2806,37.94755
25636,2921,22.75014
25636,3127,25.00353
25636,3159,33.12009
25636,3211,16.0857
25636,3245,32.29917
25636,3346,21.81784
25636,3363,16.5145
25636,3369,32.59394
25636,3567,19.59659
25636,3653,18.38231
25636,3775,16.65166
25636,4204,22.42915
57478,35,19.76484
57478,563,17.99814
57478,640,18.02824
57478,708,20.74246
57478,914,17.71754
57478,993,26.04829
57478,1157,19.73652
57478,1161,28.66342
57478,1339,19.73431
57478,1493,16.24342
57478,1534,18.29507
57478,1588,18.93818
57478,1628,19.6994
57478,2782,17.45494
57478,63,16.5845
57478,168,21.77329
57478,237,20.58536
57478,248,17.0845
57478,397,28.18424
57478,405,38.0391
57478,425,19.71383
57478,481,19.86723
57478,579,29.65121
57478,650,19.71242
57478,663,21.12189
57478,673,18.44699
57478,766,19.58455
57478,826,42.41782
57478,991,19.75118
57478,1089,25.84898
57478,1096,27.89709
57478,1128,17.94213
57478,1129,29.13077
57478,1269,21.7569
57478,1472,19.51959
57478,1666,19.76316
57478,1829,19.25011
57478,1946,18.62412
57478,1952,18.83482
57478,1999,22.59022
57478,2001,18.53216
57478,2091,16.46278
57478,2152,27.23933
57478,2270,19.92704
57478,2503,19.36574
57478,2513,21.70039
57478,2538,19.25001
57478,2806,36.29781
57478,2921,18.26218
57478,3127,25.91057
57478,3159,30.44235
57478,3211,19.80538
57478,3245,29.40716
57478,3346,17.44364
57478,3363,19.49963
57478,3369,29.74812
57478,3567,16.93175
57478,3653,19.73385
57478,3775,19.48252
57478,4204,17.83049
9477,35,51.64866
9477,563,48.1315
9477,640,46.85632
9477,708,54.01179
9477,914,50.30791
9477,993,40.25933
9477,1157,51.62535
9477,1161,54.04552
9477,1339,52.93821
9477,1493,49.16829
9477,1534,51.77623
9477,1588,52.16493
9477,1628,52.94355
9477,2782,49.7252
9477,63,49.40239
9477,168,49.99353
9477,237,48.98517
9477,248,50.1312
9477,397,38.23029
9477,405,60.61368
9477,425,51.58345
9477,481,51.41626
9477,579,50.8595
9477,650,51.25736
9477,663,54.36865
9477,673,48.97719
9477,766,53.02865
9477,826,67.86748
9477,991,51.58307
9477,1089,47.42158
9477,1096,42.38098
9477,1128,48.29746
9477,1129,36.61651
9477,1269,55.25193
9477,1472,52.66643
9477,1666,51.61643
9477,1829,51.9239
9477,1946,49.70372
9477,1952,52.33443
9477,1999,46.22271
9477,2001,52.01801
9477,2091,48.87103
9477,2152,54.9031
9477,2270,53.25592
9477,2503,52.37258
9477,2513,54.85493
9477,2538,51.98838
9477,2806,44.84385
9477,2921,49.10327
9477,3127,47.49444
9477,3159,37.75551
9477,3211,51.60633
9477,3245,36.77137
9477,3346,47.53462
9477,3363,51.61034
9477,3369,37.03459
9477,3567,48.63235
9477,3653,52.85522
9477,3775,51.70625
9477,4204,48.02934
22485,35,26.31154
22485,563,32.50003
22485,640,31.98805
22485,708,29.50252
22485,914,31.60409
22485,993,39.41312
22485,1157,26.31781
22485,1161,35.09449
22485,1339,28.73622
22485,1493,29.56066
22485,1534,30.23121
22485,1588,31.3617
22485,1628,28.84228
22485,2782,31.66744
22485,63,30.92005
22485,168,28.8977
22485,237,28.72594
22485,248,30.92382
22485,397,40.03722
22485,405,44.53787
22485,425,26.29555
22485,481,25.91926
22485,579,37.29566
22485,650,26.04259
22485,663,29.69194
22485,673,32.90087
22485,766,29.60708
22485,826,56.27451
22485,991,26.24675
22485,1089,34.40821
22485,1096,38.42361
22485,1128,32.45089
22485,1129,41.42565
22485,1269,31.9547
22485,1472,28.49228
22485,1666,26.27263
22485,1829,27.43856
22485,1946,32.91408
22485,1952,30.19453
22485,1999,32.10776
22485,2001,30.26252
22485,2091,30.97037
22485,2152,33.21409
22485,2270,29.2364
22485,2503,28.10336
22485,2513,29.87
22485,2538,27.54945
22485,2806,47.46449
22485,2921,32.69474
22485,3127,34.43946
22485,3159,42.71455
22485,3211,26.20699
22485,3245,41.9131
22485,3346,31.6579
22485,3363,26.61638
22485,3369,42.20328
22485,3567,29.40334
22485,3653,28.50838
22485,3775,26.76388
22485,4204,32.31665
15700,35,18.64732
15700,563,25.00235
15700,640,24.52673
15700,708,21.78061
15700,914,24.05208
15700,993,31.9855
15700,1157,18.66192
15700,1161,27.54524
15700,1339,21.04491
15700,1493,22.06796
15700,1534,22.62387
15700,1588,23.75027
15700,1628,21.15408
15700,2782,24.13239
15700,63,23.39885
15700,168,21.43748
15700,237,21.30742
15700,248,23.37849
15700,397,32.62822
15700,405,36.98357
15700,425,18.65237
15700,481,18.39253
15700,579,29.81621
15700,650,18.56449
15700,663,21.96035
15700,673,25.38162
15700,766,21.9351
15700,826,48.68169
15700,991,18.60093
15700,1089,26.96763
15700,1096,31.01119
15700,1128,24.94958
15700,1129,34.01468
15700,1269,24.25256
15700,1472,20.80995
15700,1666,18.61628
15700,1829,19.78222
15700,1946,25.37779
15700,1952,22.56392
15700,1999,24.69262
15700,2001,22.64566
15700,2091,23.46585
15700,2152,25.61591
15700,2270,21.54322
15700,2503,20.42896
15700,2513,22.12422
15700,2538,19.89003
15700,2806,40.05429
15700,2921,25.17306
15700,3127,26.99794
15700,3159,35.30402
15700,3211,18.54868
15700,3245,34.5005
15700,3346,24.18378
15700,3363,18.97851
15700,3369,34.79122
15700,3567,21.94027
15700,3653,20.81437
15700,3775,19.11281
15700,4204,24.82277
60584,35,23.94675
60584,563,27.46314
60584,640,27.89377
60584,708,21.48252
60584,914,25.5495
60584,993,35.91036
60584,1157,23.94577
60584,1161,33.4717
60584,1339,21.57016
60584,1493,25.29893
60584,1534,23.43588
60584,1588,24.17691
60584,1628,21.51453
60584,2782,25.95273
60584,63,25.66113
60584,168,27.63722
60584,237,27.27257
60584,248,25.16245
60584,397,37.63378
60584,405,42.8197
60584,425,23.97645
60584,481,24.36171
60584,579,36.02392
60584,650,24.39216
60584,663,21.86284
60584,673,27.32981
60584,766,21.75089
60584,826,48.78436
60584,991,24.0191
60584,1089,33.08693
60584,1096,36.62716
60584,1128,27.33859
60584,1129,38.76628
60584,1269,23.54099
60584,1472,21.86343
60584,1666,23.9882
60584,1829,22.93484
60584,1946,26.97711
60584,1952,22.94221
60584,1999,30.49305
60584,2001,23.26327
60584,2091,26.05467
60584,2152,31.17319
60584,2270,21.18449
60584,2503,22.2591
60584,2513,22.4829
60584,2538,22.82511
60584,2806,45.47437
60584,2921,27.09834
60584,3127,33.12308
60584,3159,40.07934
60584,3211,24.04989
60584,3245,39.11479
60584,3346,27.29722
60584,3363,23.70034
60584,3369,39.44207
60584,3567,25.79791
60584,3653,21.76456
60584,3775,23.54226
60584,4204,27.39259
25697,35,17.28711
25697,563,23.70258
25697,640,23.2802
25697,708,20.4824
25697,914,22.70584
25697,993,30.81498
25697,1157,17.29821
25697,1161,26.72985
25697,1339,19.70881
25697,1493,20.77781
25697,1534,21.25874
25697,1588,22.38476
25697,1628,19.81522
25697,2782,22.79754
25697,63,22.076
25697,168,20.57065
25697,237,20.3551
25697,248,22.03678
25697,397,31.56431
25697,405,36.16857
25697,425,17.2867
25697,481,17.30563
25697,579,28.96941
25697,650,17.41969
25697,663,20.67965
25697,673,24.05929
25697,766,20.58457
25697,826,47.31823
25697,991,17.23528
25697,1089,26.06999
25697,1096,30.02257
25697,1128,23.64568
25697,1129,32.92522
25697,1269,22.92734
25697,1472,19.46623
25697,1666,17.25218
25697,1829,18.42273
25697,1946,24.04147
25697,1952,21.19899
25697,1999,23.72176
25697,2001,21.27998
25697,2091,22.1596
25697,2152,24.79496
25697,2270,20.20889
25697,2503,19.07946
25697,2513,20.87798
25697,2538,18.53195
25697,2806,39.04606
25697,2921,23.84865
25697,3127,26.10204
25697,3159,34.21859
25697,3211,17.18421
25697,3245,33.39768
25697,3346,22.91635
25697,3363,17.613
25697,3369,33.69244
25697,3567,20.6951
25697,3653,19.48081
25697,3775,17.75017
25697,4204,23.52766
57449,35,31.32217
57449,563,26.66066
57449,640,26.04278
57449,708,32.47096
57449,914,28.32086
57449,993,33.95011
57449,1157,31.29339
57449,1161,39.42382
57449,1339,31.47512
57449,1493,27.75011
57449,1534,29.80341
57449,1588,30.12419
57449,1628,31.43716
57449,2782,27.75768
57449,63,27.36657
57449,168,32.57908
57449,237,31.23588
57449,248,28.08946
57449,397,36.5181
57449,405,48.6377
57449,425,31.26486
57449,481,31.35025
57449,579,39.75094
57449,650,31.18279
57449,663,32.85161
57449,673,27.64788
57449,766,31.26754
57449,826,51.65299
57449,991,31.29552
57449,1089,35.68598
57449,1096,36.76918
57449,1128,26.75927
57449,1129,37.29347
57449,1269,33.26201
57449,1472,31.26302
57449,1666,31.31326
57449,1829,30.94748
57449,1946,28.2474
57449,1952,30.38599
57449,1999,32.2964
57449,2001,30.04677
57449,2091,26.85098
57449,2152,38.33292
57449,2270,31.65022
57449,2503,31.1047
57449,2513,33.4376
57449,2538,30.95749
57449,2806,44.75881
57449,2921,27.61596
57449,3127,35.75746
57449,3159,38.59492
57449,3211,31.34569
57449,3245,37.49991
57449,3346,25.5585
57449,3363,31.09451
57449,3369,37.85224
57449,3567,27.83968
57449,3653,31.47737
57449,3775,31.10156
57449,4204,26.41944
41302,35,37.33756
41302,563,41.11724
41302,640,41.42977
41302,708,35.82622
41302,914,39.32784
41302,993,49.42953
41302,1157,37.33472
41302,1161,46.97323
41302,1339,34.93646
41302,1493,38.79257
41302,1534,37.27111
41302,1588,38.16647
41302,1628,34.98093
41302,2782,39.68077
41302,63,39.30322
41302,168,41.02619
41302,237,40.63647
41302,248,38.87082
41302,397,51.04559
41302,405,56.35127
41302,425,37.36348
41302,481,37.75134
41302,579,49.42924
41302,650,37.77297
41302,663,36.18454
41302,673,41.06598
41302,766,35.80348
41302,826,62.96977
41302,991,37.40783
41302,1089,46.45571
41302,1096,49.9967
41302,1128,41.00166
41302,1129,52.20229
41302,1269,37.99917
41302,1472,35.2297
41302,1666,37.3782
41302,1829,36.29868
41302,1946,40.7705
41302,1952,36.87467
41302,1999,43.85447
41302,2001,37.143
41302,2091,39.65789
41302,2152,44.74607
41302,2270,35.27708
41302,2503,35.62006
41302,2513,36.73036
41302,2538,36.18803
41302,2806,58.85858
41302,2921,40.83423
41302,3127,46.49248
41302,3159,53.51457
41302,3211,37.4416
41302,3245,52.56469
41302,3346,40.85564
41302,3363,37.07771
41302,3369,52.88873
41302,3567,39.24226
41302,3653,35.1389
41302,3775,36.9195
41302,4204,41.02881
54448,35,38.9449
54448,563,42.46129
54448,640,42.89192
54448,708,36.48068
54448,914,40.54765
54448,993,50.90851
54448,1157,38.94392
54448,1161,48.46985
54448,1339,36.56831
54448,1493,40.29708
54448,1534,38.43403
54448,1588,39.17506
54448,1628,36.51268
54448,2782,40.95088
54448,63,40.65928
54448,168,42.63537
54448,237,42.27072
54448,248,40.1606
54448,397,52.63193
54448,405,57.81785
54448,425,38.9746
54448,481,39.35986
54448,579,51.02207
54448,650,39.39031
54448,663,36.86099
54448,673,42.32796
54448,766,36.74904
54448,826,63.78251
54448,991,39.01725
54448,1089,48.08508
54448,1096,51.62531
54448,1128,42.33674
54448,1129,53.76443
54448,1269,38.53914
54448,1472,36.86158
54448,1666,38.98635
54448,1829,37.93299
54448,1946,41.97526
54448,1952,37.94036
54448,1999,45.4912
54448,2001,38.26142
54448,2091,41.05282
54448,2152,46.17134
54448,2270,36.18264
54448,2503,37.25725
54448,2513,37.48105
54448,2538,37.82326
54448,2806,60.47252
54448,2921,42.09649
54448,3127,48.12123
54448,3159,55.07749
54448,3211,39.04804
54448,3245,54.11294
54448,3346,42.29537
54448,3363,38.69849
54448,3369,54.44022
54448,3567,40.79606
54448,3653,36.76271
54448,3775,38.54041
54448,4204,42.39074
19124,35,35.40994
19124,563,30.74842
19124,640,30.13055
19124,708,36.55873
19124,914,32.40863
19124,993,38.03787
19124,1157,35.38115
19124,1161,43.51159
19124,1339,35.56289
19124,1493,31.83788
19124,1534,33.89117
19124,1588,34.21196
19124,1628,35.52493
19124,2782,31.84545
19124,63,31.45433
19124,168,36.66685
19124,237,35.32365
19124,248,32.17722
19124,397,40.60587
19124,405,52.72547
19124,425,35.35263
19124,481,35.43801
19124,579,43.83871
19124,650,35.27055
19124,663,36.93937
19124,673,31.73564
19124,766,35.35531
19124,826,55.74075
19124,991,35.38329
19124,1089,39.77375
19124,1096,40.85695
19124,1128,30.84703
19124,1129,41.38124
19124,1269,37.34977
19124,1472,35.35078
19124,1666,35.40103
19124,1829,35.03524
19124,1946,32.33517
19124,1952,34.47376
19124,1999,36.38417
19124,2001,34.13454
19124,2091,30.93875
19124,2152,42.42069
19124,2270,35.73798
19124,2503,35.19247
19124,2513,37.52537
19124,2538,35.04526
19124,2806,48.84658
19124,2921,31.70373
19124,3127,39.84523
19124,3159,42.68269
19124,3211,35.43346
19124,3245,41.58768
19124,3346,29.64627
19124,3363,35.18228
19124,3369,41.94
19124,3567,31.92744
19124,3653,35.56513
19124,3775,35.18932
19124,4204,30.50721
51282,35,25.28557
51282,563,19.07757
51282,640,19.91289
51282,708,26.07151
51282,914,21.32261
51282,993,26.82861
51282,1157,25.25696
51282,1161,33.58657
51282,1339,25.14001
51282,1493,21.67926
51282,1534,23.18476
51282,1588,23.24958
51282,1628,25.08527
51282,2782,20.74539
51282,63,20.76723
51282,168,26.73471
51282,237,25.39695
51282,248,21.35886
51282,397,29.91959
51282,405,42.79897
51282,425,25.23171
51282,481,25.35231
51282,579,33.86738
51282,650,25.18971
51282,663,26.45222
51282,673,20.01003
51282,766,24.78902
51282,826,43.71629
51282,991,25.26628
51282,1089,29.76631
51282,1096,30.51442
51282,1128,19.24348
51282,1129,30.52877
51282,1269,26.53005
51282,1472,24.95937
51282,1666,25.28082
51282,1829,24.79115
51282,1946,20.72177
51282,1952,23.77733
51282,1999,26.37231
51282,2001,23.42043
51282,2091,20.41107
51282,2152,32.46515
51282,2270,25.24556
51282,2503,24.85584
51282,2513,27.06337
51282,2538,24.78625
51282,2806,38.21449
51282,2921,20.08186
51282,3127,29.83948
51282,3159,31.81043
51282,3211,25.31888
51282,3245,30.65535
51282,3346,19.69921
51282,3363,25.0335
51282,3369,31.01863
51282,3567,21.92288
51282,3653,25.17533
51282,3775,25.02319
51282,4204,19.04331
22266,35,21.53905
22266,563,27.95452
22266,640,27.53214
22266,708,24.73434
22266,914,26.95778
22266,993,35.06692
22266,1157,21.55015
22266,1161,30.98179
22266,1339,23.96075
22266,1493,25.02975
22266,1534,25.51068
22266,1588,26.6367
22266,1628,24.06716
22266,2782,27.04948
22266,63,26.32794
22266,168,24.82259
22266,237,24.60703
22266,248,26.28872
22266,397,35.81625
22266,405,40.42051
22266,425,21.53864
22266,481,21.55757
22266,579,33.22134
22266,650,21.67163
22266,663,24.93159
22266,673,28.31122
22266,766,24.83651
22266,826,51.57017
22266,991,21.48722
22266,1089,30.32193
22266,1096,34.27451
22266,1128,27.89762
22266,1129,37.17716
22266,1269,27.17928
22266,1472,23.71817
22266,1666,21.50412
22266,1829,22.67467
22266,1946,28.29341
22266,1952,25.45092
22266,1999,27.9737
22266,2001,25.53192
22266,2091,26.41154
22266,2152,29.0469
22266,2270,24.46083
22266,2503,23.3314
22266,2513,25.12992
22266,2538,22.78389
22266,2806,43.298
22266,2921,28.10059
22266,3127,30.35398
22266,3159,38.47053
22266,3211,21.43615
22266,3245,37.64962
22266,3346,27.16829
22266,3363,21.86494
22266,3369,37.94438
22266,3567,24.94703
22266,3653,23.73275
22266,3775,22.00211
22266,4204,27.7796
25641,35,14.33133
25641,563,20.53721
25641,640,20.01132
25641,708,17.49471
25641,914,19.64888
25641,993,27.40962
25641,1157,14.34078
25641,1161,22.91878
25641,1339,16.74841
25641,1493,17.59692
25641,1534,18.27195
25641,1588,19.40182
25641,1628,16.85614
25641,2782,19.71122
25641,63,18.96221
25641,168,16.76028
25641,237,16.63573
25641,248,18.96836
25641,397,27.99279
25641,405,32.36123
25641,425,14.32258
25641,481,13.96143
25641,579,25.14623
25641,650,14.08409
25641,663,17.67564
25641,673,20.9426
25641,766,17.62881
25641,826,44.31766
25641,991,14.27226
25641,1089,22.28784
25641,1096,26.34701
25641,1128,20.48901
25641,1129,29.39138
25641,1269,19.96106
25641,1472,16.50897
25641,1666,14.29488
25641,1829,15.46538
25641,1946,20.95792
25641,1952,18.23035
25641,1999,20.0242
25641,2001,18.30149
25641,2091,19.00939
25641,2152,21.03206
25641,2270,17.2477
25641,2503,16.12352
25641,2513,17.83786
25641,2538,15.57526
25641,2806,35.39601
25641,2921,20.73685
25641,3127,22.31816
25641,3159,30.67857
25641,3211,14.22748
25641,3245,29.88405
25641,3346,19.68723
25641,3363,14.64736
25641,3369,30.17262
25641,3567,17.42822
25641,3653,16.51902
25641,3775,14.79123
25641,4204,20.3528
60550,35,27.80252
60550,563,25.30005
60550,640,26.57831
60550,708,27.10289
60550,914,23.05914
60550,993,34.17894
60550,1157,27.77969
60550,1161,37.44745
60550,1339,26.46598
60550,1493,25.39889
60550,1534,24.07559
60550,1588,23.60842
60550,1628,26.36579
60550,2782,23.64275
60550,63,24.14978
60550,168,30.68416
60550,237,29.65283
60550,248,23.47396
60550,397,37.05574
60550,405,46.88848
60550,425,27.77606
60550,481,28.07082
60550,579,38.83533
60550,650,27.96404
60550,663,27.4537
60550,673,24.75146
60550,766,25.74439
60550,826,47.01325
60550,991,27.82541
60550,1089,35.12674
60550,1096,37.10497
60550,1128,25.13755
60550,1129,37.80285
60550,1269,26.93218
60550,1472,26.41717
60550,1666,27.82051
60550,1829,26.839
60550,1946,24.23526
60550,1952,24.55618
60550,1999,31.89692
60550,2001,24.22768
60550,2091,24.67299
60550,2152,35.6879
60550,2270,26.34645
60550,2503,26.52584
60550,2513,28.09016
60550,2538,26.77273
60550,2806,45.28518
60550,2921,24.53985
60550,3127,35.18616
60550,3159,39.09752
60550,3211,27.88217
60550,3245,37.97183
60550,3346,25.9035
60550,3363,27.47039
60550,3369,38.33055
60550,3567,26.19761
60550,3653,26.605
60550,3775,27.37712
60550,4204,25.35954
41639,35,70.62824
41639,563,67.27581
41639,640,65.9651
41639,708,73.05037
41639,914,69.43657
41639,993,59.50671
41639,1157,70.60546
41639,1161,72.71101
41639,1339,71.97548
41639,1493,68.23125
41639,1534,70.86702
41639,1588,71.28067
41639,1628,71.98406
41639,2782,68.85499
41639,63,68.51107
41639,168,68.85993
41639,237,67.88986
41639,248,69.24274
41639,397,56.71694
41639,405,79.09438
41639,425,70.56333
41639,481,70.38523
41639,579,69.39198
41639,650,70.22866
41639,663,73.40387
41639,673,68.13543
41639,766,72.09055
41639,826,87.10623
41639,991,70.56135
41639,1089,66.06802
41639,1096,60.84643
41639,1128,67.44157
41639,1129,54.75357
41639,1269,74.34063
41639,1472,71.70082
41639,1666,70.59515
41639,1829,70.9362
41639,1946,68.86284
41639,1952,71.42017
41639,1999,65.03815
41639,2001,71.10801
41639,2091,67.97698
41639,2152,73.65688
41639,2270,72.30296
41639,2503,71.39951
41639,2513,73.88016
41639,2538,71.00335
41639,2806,62.94664
41639,2921,68.25691
41639,3127,66.13862
41639,3159,55.96979
41639,3211,70.58299
41639,3245,55.52131
41639,3346,66.64496
41639,3363,70.60018
41639,3369,55.55908
41639,3567,67.67562
41639,3653,71.88676
41639,3775,70.69985
41639,4204,67.16763
47986,35,55.13799
47986,563,58.94789
47986,640,57.3529
47986,708,58.11015
47986,914,59.44586
47986,993,59.08362
47986,1157,55.14635
47986,1161,46.1131
47986,1339,57.5351
47986,1493,56.80904
47986,1534,58.8295
47986,1588,59.94408
47986,1628,57.64848
47986,2782,59.19755
47986,63,58.33028
47986,168,51.58195
47986,237,52.49189
47986,248,58.75761
47986,397,54.69214
47986,405,43.60308
47986,425,55.12479
47986,481,54.73869
47986,579,43.38411
47986,650,54.7591
47986,663,58.17539
47986,673,59.85
47986,766,58.43559
47986,826,83.95127
47986,991,55.07596
47986,1089,47.57022
47986,1096,50.56477
47986,1128,59.01725
47986,1129,56.58067
47986,1269,60.67509
47986,1472,57.31046
47986,1666,55.10073
47986,1829,56.26618
47986,1946,60.2652
47986,1952,58.93152
47986,1999,50.92461
47986,2001,58.92313
47986,2091,58.0167
47986,2152,49.08191
47986,2270,58.02675
47986,2503,56.92999
47986,2513,58.07429
47986,2538,56.37794
47986,2806,55.50579
47986,2921,59.7446
47986,3127,47.49065
47986,3159,57.08212
47986,3211,55.03383
47986,3245,57.4962
47986,3346,57.63324
47986,3363,55.4411
47986,3369,57.46259
47986,3567,56.06805
47986,3653,57.30121
47986,3775,55.59223
47986,4204,58.70191
54357,35,29.4649
54357,563,34.79062
54357,640,33.68724
54357,708,32.33087
54357,914,34.48575
54357,993,39.45901
54357,1157,29.47789
54357,1161,29.07488
54357,1339,31.79812
54357,1493,32.02171
54357,1534,33.37763
54357,1588,34.51209
54357,1628,31.91565
54357,2782,34.41406
54357,63,33.57236
54357,168,26.62146
54357,237,28.0069
54357,248,33.77769
54357,397,38.30807
54357,405,38.52033
54357,425,29.4632
54357,481,29.09354
54357,579,31.66049
54357,650,29.15026
54357,663,32.39811
54357,673,35.44524
54357,766,32.73105
54357,826,59.31524
54357,991,29.41225
54357,1089,30.04509
54357,1096,35.47646
54357,1128,34.79405
54357,1129,40.05605
54357,1269,34.89847
54357,1472,31.59237
54357,1666,29.43188
54357,1829,30.60004
54357,1946,35.63302
54357,1952,33.36966
54357,1999,29.76238
54357,2001,33.42533
54357,2091,33.44326
54357,2152,27.90309
54357,2270,32.2807
54357,2503,31.23035
54357,2513,32.32437
54357,2538,30.70701
54357,2806,44.50466
54357,2921,35.27359
54357,3127,30.03379
54357,3159,41.22199
54357,3211,29.3639
54357,3245,40.74459
54357,3346,33.63841
54357,3363,29.78918
54357,3369,40.95523
54357,3567,31.48733
54357,3653,31.56283
54357,3775,29.92983
54357,4204,34.56373
15689,35,16.79685
15689,563,23.15187
15689,640,22.67626
15689,708,19.93013
15689,914,22.20161
15689,993,30.13502
15689,1157,16.81145
15689,1161,25.69477
15689,1339,19.19444
15689,1493,20.21748
15689,1534,20.7734
15689,1588,21.8998
15689,1628,19.3036
15689,2782,22.28192
15689,63,21.54837
15689,168,19.58701
15689,237,19.45695
15689,248,21.52801
15689,397,30.77775
15689,405,35.1331
15689,425,16.8019
15689,481,16.54206
15689,579,27.96573
15689,650,16.71401
15689,663,20.10988
15689,673,23.53114
15689,766,20.08462
15689,826,46.83121
15689,991,16.75046
15689,1089,25.11715
15689,1096,29.16071
15689,1128,23.09911
15689,1129,32.16421
15689,1269,22.40209
15689,1472,18.95948
15689,1666,16.76581
15689,1829,17.93175
15689,1946,23.52732
15689,1952,20.71345
15689,1999,22.84215
15689,2001,20.79519
15689,2091,21.61537
15689,2152,23.76544
15689,2270,19.69275
15689,2503,18.57848
15689,2513,20.27374
15689,2538,18.03956
15689,2806,38.20382
15689,2921,23.32258
15689,3127,25.14747
15689,3159,33.45355
15689,3211,16.6982
15689,3245,32.65002
